school_id,school,school_mascot,abbreviation,conference_id,division,classification,color,alternate_color,logo,stadium_name,school_city,school_state,stadium_latitude,stadium_longitude,stadium_elevation,stadium_capacity,stadium_grass,stadium_dome
183,Syracuse,Orange,SYR,1,,fbs,#f76900,#000e54,https://cdn.collegefootballdata.com/logos/500/183.png,JMA Wireless Dome,Syracuse,NY,43.0362269,-76.1363161,162.6989746,49057,FALSE,TRUE
221,Pittsburgh,Panthers,PITT,1,,fbs,#003594,#ffb81c,https://cdn.collegefootballdata.com/logos/500/221.png,Acrisure Stadium,Pittsburgh,PA,40.4467648,-80.0157603,220.5887146,68400,TRUE,FALSE
228,Clemson,Tigers,CLEM,1,,fbs,#f56600,#522d80,https://cdn.collegefootballdata.com/logos/500/228.png,"Memorial Stadium (Clemson, SC)",Clemson,SC,34.6787737,-82.8432428,205.6452179,81500,TRUE,FALSE
258,Virginia,Cavaliers,UVA,1,,fbs,#232d4b,#f84c1e,https://cdn.collegefootballdata.com/logos/500/258.png,Scott Stadium,Charlottesville,VA,38.0311801,-78.5137897,170.4677429,61500,TRUE,FALSE
259,Virginia Tech,Hokies,VT,1,,fbs,#861f41,#e87722,https://cdn.collegefootballdata.com/logos/500/259.png,Lane Stadium,Blacksburg,VA,37.2199873,-80.4180643,632.2631226,65632,TRUE,FALSE
2390,Miami,Hurricanes,MIA,1,,fbs,#f47321,#005030,https://cdn.collegefootballdata.com/logos/500/2390.png,Hard Rock Stadium,Miami Gardens,FL,25.9579665,-80.2388604,2.624486446,64767,FALSE,FALSE
2567,SMU,Mustangs,SMU,1,,fbs,#d70000,#0033a1,https://cdn.collegefootballdata.com/logos/500/2567.png,Gerald J. Ford Stadium,University Park,TX,32.8377223,-96.7827859,169.4058075,32000,FALSE,FALSE
5,UAB,Blazers,UAB,151,,fbs,#1a5632,#fdb913,https://cdn.collegefootballdata.com/logos/500/5.png,Protective Stadium,Birmingham,AL,33.5206824,-86.8024326,187,45000,FALSE,FALSE
58,South Florida,Bulls,USF,151,,fbs,#006747,#cfc493,https://cdn.collegefootballdata.com/logos/500/58.png,Raymond James Stadium,Tampa,FL,27.9758691,-82.5033344,11.07972908,65828,TRUE,FALSE
151,East Carolina,Pirates,ECU,151,,fbs,#592a8a,#fdc82f,https://cdn.collegefootballdata.com/logos/500/151.png,Dowdy-Ficklen Stadium,Greenville,NC,35.5968486,-77.364564,19.0564537,50000,TRUE,FALSE
202,Tulsa,Golden Hurricane,TLSA,151,,fbs,#003595,#d0b787,https://cdn.collegefootballdata.com/logos/500/202.png,Chapman Stadium,Tulsa,OK,36.1489175,-95.9437853,235.5928345,30000,FALSE,FALSE
218,Temple,Owls,TEM,151,,fbs,#a41e35,#ffffff,https://cdn.collegefootballdata.com/logos/500/218.png,Lincoln Financial Field,Philadelphia,PA,39.9007995,-75.1675414,3.198706865,69879,FALSE,FALSE
235,Memphis,Tigers,MEM,151,,fbs,#00498f,#9c9ea1,https://cdn.collegefootballdata.com/logos/500/235.png,Simmons Bank Liberty Stadium,Memphis,TN,35.1209429,-89.977147,90.62445831,58325,FALSE,FALSE
242,Rice,Owls,RICE,151,,fbs,#00205b,#c1c6c8,https://cdn.collegefootballdata.com/logos/500/242.png,Rice Stadium,Houston,TX,29.7163297,-95.4093261,7.148301601,47000,FALSE,FALSE
249,North Texas,Mean Green,UNT,151,,fbs,#00853e,#ffffff,https://cdn.collegefootballdata.com/logos/500/249.png,DATCU Stadium,Denton,TX,33.203899,-97.159245,198.6871948,30850,FALSE,FALSE
349,Army,Black Knights,ARMY,151,,fbs,#000000,#d3bc8d,https://cdn.collegefootballdata.com/logos/500/349.png,Michie Stadium,West Point,NY,41.3874924,-73.9640891,99.21277618,38000,FALSE,FALSE
2226,Florida Atlantic,Owls,FAU,151,,fbs,#003366,#cc0000,https://cdn.collegefootballdata.com/logos/500/2226.png,FAU Stadium,Boca Raton,FL,26.3763763,-80.1015759,3.613628864,29419,FALSE,FALSE
2426,Navy,Midshipmen,NAVY,151,,fbs,#00225b,#b5a67c,https://cdn.collegefootballdata.com/logos/500/2426.png,Navy-Marine Corps Memorial Stadium,Annapolis,MD,38.9846985,-76.5076335,10.74990082,34000,FALSE,FALSE
2429,Charlotte,49ers,CLT,151,,fbs,#005035,#a49665,https://cdn.collegefootballdata.com/logos/500/2429.png,Jerry Richardson Stadium,Charlotte,NC,35.3105033,-80.7401194,190.365509,15300,FALSE,FALSE
2636,UTSA,Roadrunners,UTSA,151,,fbs,#0c2340,#f15a22,https://cdn.collegefootballdata.com/logos/500/2636.png,Alamodome,San Antonio,TX,29.4169834,-98.4788143,201.5526886,36582,FALSE,TRUE
2655,Tulane,Green Wave,TULN,151,,fbs,#006747,#418fde,https://cdn.collegefootballdata.com/logos/500/2655.png,Yulman Stadium,New Orleans,LA,29.944616,-90.116692,0,30000,FALSE,FALSE
9,Arizona State,Sun Devils,ASU,4,,fbs,#ffc627,#8c1d40,https://cdn.collegefootballdata.com/logos/500/9.png,Mountain America Stadium,Tempe,AZ,33.4264471,-111.9325005,360.1569519,65870,TRUE,FALSE
12,Arizona,Wildcats,ARIZ,4,,fbs,#cc0033,#003366,https://cdn.collegefootballdata.com/logos/500/12.png,Arizona Stadium,Tucson,AZ,32.2288054,-110.9488677,742.1530151,50782,FALSE,FALSE
38,Colorado,Buffaloes,COLO,4,,fbs,#cfb87c,#000000,https://cdn.collegefootballdata.com/logos/500/38.png,Folsom Field,Boulder,CO,40.0094746,-105.266905,1634.041138,50183,TRUE,FALSE
66,Iowa State,Cyclones,ISU,4,,fbs,#c8102e,#f1be48,https://cdn.collegefootballdata.com/logos/500/66.png,Jack Trice Stadium,Ames,IA,42.0139977,-93.6357716,274.9135437,61500,TRUE,FALSE
197,Oklahoma State,Cowboys,OKST,4,,fbs,#fe5c00,#000000,https://cdn.collegefootballdata.com/logos/500/197.png,Boone Pickens Stadium,Stillwater,OK,36.125673,-97.066513,276.4808655,55509,FALSE,FALSE
239,Baylor,Bears,BAY,4,,fbs,#154734,#ffb81c,https://cdn.collegefootballdata.com/logos/500/239.png,McLane Stadium,Waco,TX,31.5582015,-97.1156702,117.0538101,45140,FALSE,FALSE
248,Houston,Cougars,HOU,4,,fbs,#c8102e,#ffffff,https://cdn.collegefootballdata.com/logos/500/248.png,TDECU Stadium,Houston,TX,29.7219885,-95.3491623,9.57440567,40000,FALSE,FALSE
252,BYU,Cougars,BYU,4,,fbs,#003da5,#002e5d,https://cdn.collegefootballdata.com/logos/500/252.png,LaVell Edwards Stadium,Provo,UT,40.2575347,-111.6545247,1412.097046,63470,TRUE,FALSE
254,Utah,Utes,UTAH,4,,fbs,#be0000,#ffffff,https://cdn.collegefootballdata.com/logos/500/254.png,Rice-Eccles Stadium,Salt Lake City,UT,40.7599724,-111.8488255,1411.543579,51444,FALSE,FALSE
277,West Virginia,Mountaineers,WVU,4,,fbs,#eaaa00,#002855,https://cdn.collegefootballdata.com/logos/500/277.png,Milan Puskar Stadium,Morgantown,WV,39.6502744,-79.9551873,327.409668,60000,FALSE,FALSE
2116,UCF,Knights,UCF,4,,fbs,#000000,#b4a169,https://cdn.collegefootballdata.com/logos/500/2116.png,FBC Mortgage Stadium,Orlando,FL,28.6079765,-81.1927233,20.94113731,44206,TRUE,FALSE
2132,Cincinnati,Bearcats,CIN,4,,fbs,#000000,#e00122,https://cdn.collegefootballdata.com/logos/500/2132.png,Nippert Stadium,Cincinnati,OH,39.1312495,-84.5161913,230.0660553,40000,FALSE,FALSE
2305,Kansas,Jayhawks,KU,4,,fbs,#0051ba,#e8000d,https://cdn.collegefootballdata.com/logos/500/2305.png,Memorial Stadium,Lawrence,KS,38.9629418,-95.2463686,274.855957,47000,FALSE,FALSE
2306,Kansas State,Wildcats,KSU,4,,fbs,#512888,#ffffff,https://cdn.collegefootballdata.com/logos/500/2306.png,Bill Snyder Family Stadium,Manhattan,KS,39.2020096,-96.5938395,328.0574646,50000,FALSE,FALSE
2628,TCU,Horned Frogs,TCU,4,,fbs,#4d1979,#ffffff,https://cdn.collegefootballdata.com/logos/500/2628.png,Amon G. Carter Stadium,Fort Worth,TX,32.7096604,-97.3680835,185.4387054,46000,TRUE,FALSE
2641,Texas Tech,Red Raiders,TTU,4,,fbs,#c30020,#000000,https://cdn.collegefootballdata.com/logos/500/2641.png,Jones AT&T Stadium,Lubbock,TX,33.5910518,-101.8728824,980.7632446,60454,FALSE,FALSE
13,Cal Poly,Mustangs,CP,20,,fcs,#1E4D2B,#eed897,https://cdn.collegefootballdata.com/logos/500/13.png,Alex G. Spanos Stadium,San Luis Obispo,CA,35.2984123,-120.6650005,84.6832428,11075,TRUE,FALSE
70,Idaho,Vandals,IDHO,20,,fcs,#000000,#8c6e4a,https://cdn.collegefootballdata.com/logos/500/70.png,Kibbie Dome,Moscow,ID,46.7262921,-117.0173713,794.4794922,16000,FALSE,TRUE
147,Montana State,Bobcats,MTST,20,,fcs,#00205c,#bc955c,https://cdn.collegefootballdata.com/logos/500/147.png,Bobcat Stadium,Bozeman,MT,45.659048,-111.049547,1507.508667,17000,FALSE,FALSE
149,Montana,Grizzlies,MONT,20,,fcs,#751D4A,#666666,https://cdn.collegefootballdata.com/logos/500/149.png,Washington-Grizzly Stadium,Missoula,MT,46.8638753,-113.9815042,970.345459,25217,FALSE,FALSE
253,Southern Utah,Thunderbirds,SUU,20,,fcs,#c72026,#000000,https://cdn.collegefootballdata.com/logos/500/253.png,Eccles Coliseum,Cedar City,UT,37.6757919,-113.0773938,1763.97644,10000,FALSE,FALSE
302,UC Davis,Aggies,UCD,20,,fcs,#002855,#c3c4c6,https://cdn.collegefootballdata.com/logos/500/302.png,Aggie Stadium,Davis,CA,38.5365266,-121.7627936,11.3825922,10743,FALSE,FALSE
304,Idaho State,Bengals,IDST,20,,fcs,#ef8c00,#e9a126,https://cdn.collegefootballdata.com/logos/500/304.png,Holt Arena,Pocatello,ID,42.8702052,-112.4281274,1390.252441,12000,FALSE,TRUE
331,Eastern Washington,Eagles,EWU,20,,fcs,#a10022,#abb4bc,https://cdn.collegefootballdata.com/logos/500/331.png,Roos Field,Cheney,WA,47.49278,-117.587353,750.2774658,8500,FALSE,FALSE
2458,Northern Colorado,Bears,UNCO,20,,fcs,#13558D,#ffc533,https://cdn.collegefootballdata.com/logos/500/2458.png,Nottingham Field,Greeley,CO,40.403493,-104.705139,1455.349976,8500,TRUE,FALSE
2464,Northern Arizona,Lumberjacks,NAU,20,,fcs,#003976,#1b3069,https://cdn.collegefootballdata.com/logos/500/2464.png,Walkup Skydome,Flagstaff,AZ,35.1805483,-111.6528377,2097.884766,10000,FALSE,TRUE
2502,Portland State,Vikings,PRST,20,,fcs,#00311e,#ebebeb,https://cdn.collegefootballdata.com/logos/500/2502.png,Hillsboro Stadium,Portland,OR,45.554597,-122.90694,65.4,7600,FALSE,FALSE
2692,Weber State,Wildcats,WEB,20,,fcs,#18005a,#ebebeb,https://cdn.collegefootballdata.com/logos/500/2692.png,Stewart Stadium,Ogden,UT,41.1918741,-111.9401391,1451.553711,17500,FALSE,FALSE
3101,Utah Tech,Trailblazers,UTU,20,,fcs,#000000,#null,https://cdn.collegefootballdata.com/logos/500/3101.png,Greater Zion Stadium,Saint George,UT,37.1098868,-113.5674494,860,10500,FALSE,FALSE
26,UCLA,Bruins,UCLA,5,,fbs,#2774ae,#f2a900,https://cdn.collegefootballdata.com/logos/500/26.png,Rose Bowl,Pasadena,CA,34.1613284,-118.1676462,245.1772461,88565,TRUE,FALSE
30,USC,Trojans,USC,5,,fbs,#990000,#ffcc00,https://cdn.collegefootballdata.com/logos/500/30.png,Los Angeles Memorial Coliseum,Los Angeles,CA,34.014167,-118.287778,42.50374222,77500,TRUE,FALSE
77,Northwestern,Wildcats,NU,5,,fbs,#582c83,#ffffff,https://cdn.collegefootballdata.com/logos/500/77.png,Lanny and Sharon Martin Stadium,Evanston,IL,42.058246,-87.670876,179,12023,FALSE,FALSE
84,Indiana,Hoosiers,IU,5,,fbs,#990000,#ffffff,https://cdn.collegefootballdata.com/logos/500/84.png,"Memorial Stadium (Bloomington, IN)",Bloomington,IN,39.1808959,-86.5256217,231.6500854,52656,FALSE,FALSE
120,Maryland,Terrapins,MD,5,,fbs,#ce1126,#ffffff,https://cdn.collegefootballdata.com/logos/500/120.png,SECU Stadium,College Park,MD,38.9903332,-76.9473792,32.68748093,51802,FALSE,FALSE
127,Michigan State,Spartans,MSU,5,,fbs,#173f35,#ffffff,https://cdn.collegefootballdata.com/logos/500/127.png,Spartan Stadium,East Lansing,MI,42.7281474,-84.4848526,254.8794861,75005,TRUE,FALSE
130,Michigan,Wolverines,MICH,5,,fbs,#00274c,#ffcb05,https://cdn.collegefootballdata.com/logos/500/130.png,Michigan Stadium,Ann Arbor,MI,42.2658365,-83.7486956,255.5500031,107601,FALSE,FALSE
135,Minnesota,Golden Gophers,MINN,5,,fbs,#7a0019,#ffcc33,https://cdn.collegefootballdata.com/logos/500/135.png,Huntington Bank Stadium,Minneapolis,MN,44.976525,-93.2245462,254.3902283,50850,FALSE,FALSE
158,Nebraska,Cornhuskers,NEB,5,,fbs,#d00000,#ffffff,https://cdn.collegefootballdata.com/logos/500/158.png,"Memorial Stadium (Lincoln, NE)",Lincoln,NE,40.820682,-96.705594,354.9318848,85458,FALSE,FALSE
164,Rutgers,Scarlet Knights,RUTG,5,,fbs,#ce0e2d,#ffffff,https://cdn.collegefootballdata.com/logos/500/164.png,SHI Stadium,Piscataway,NJ,40.513611,-74.465278,19,52454,FALSE,FALSE
194,Ohio State,Buckeyes,OSU,5,,fbs,#ba0c2f,#a7b1b7,https://cdn.collegefootballdata.com/logos/500/194.png,Ohio Stadium,Columbus,OH,40.0016447,-83.0197266,216.6770325,102780,FALSE,FALSE
213,Penn State,Nittany Lions,PSU,5,,fbs,#001e44,#ffffff,https://cdn.collegefootballdata.com/logos/500/213.png,Beaver Stadium,University Park,PA,40.8121958,-77.8561023,354.1551514,106572,TRUE,FALSE
264,Washington,Huskies,WASH,5,,fbs,#33006f,#e8d3a2,https://cdn.collegefootballdata.com/logos/500/264.png,Husky Stadium,Seattle,WA,47.6503235,-122.3015746,11.65622807,70138,FALSE,FALSE
275,Wisconsin,Badgers,WIS,5,,fbs,#a00000,#ffffff,https://cdn.collegefootballdata.com/logos/500/275.png,Camp Randall Stadium,Madison,WI,43.06994,-89.4126943,263.604126,80321,FALSE,FALSE
356,Illinois,Fighting Illini,ILL,5,,fbs,#ff5f05,#13294b,https://cdn.collegefootballdata.com/logos/500/356.png,"Memorial Stadium (Champaign, IL)",Champaign,IL,40.0993268,-88.2359569,223.2471619,60670,FALSE,FALSE
2294,Iowa,Hawkeyes,IOWA,5,,fbs,#000000,#ffcd00,https://cdn.collegefootballdata.com/logos/500/2294.png,Kinnick Stadium,Iowa City,IA,41.6586045,-91.5510829,220.6357727,69250,FALSE,FALSE
2483,Oregon,Ducks,ORE,5,,fbs,#007030,#fee11a,https://cdn.collegefootballdata.com/logos/500/2483.png,Autzen Stadium,Eugene,OR,44.0582712,-123.0684883,127.4198303,54000,FALSE,FALSE
2509,Purdue,Boilermakers,PUR,5,,fbs,#ceb888,#000000,https://cdn.collegefootballdata.com/logos/500/2509.png,Ross-Ade Stadium,West Lafayette,IN,40.4352253,-86.9186843,197.5337677,57282,TRUE,FALSE
119,Towson,Tigers,TOW,301,,fcs,#FFC229,#null,https://cdn.collegefootballdata.com/logos/500/119.png,Johnny Unitas Stadium,Towson,MD,39.3885683,-76.6159716,117.6974106,11200,FALSE,FALSE
160,New Hampshire,Wildcats,UNH,301,,fcs,#004990,#c3c4c6,https://cdn.collegefootballdata.com/logos/500/160.png,Wildcat Stadium,Durham,NH,43.1386231,-70.9393077,19.05943298,11015,FALSE,FALSE
227,Rhode Island,Rams,URI,301,,fcs,#091f3f,#5ab3e8,https://cdn.collegefootballdata.com/logos/500/227.png,Meade Stadium,Kingston,RI,41.4879984,-71.5347458,32.68801498,8000,TRUE,FALSE
311,Maine,Black Bears,ME,301,,fcs,#127dbe,#null,https://cdn.collegefootballdata.com/logos/500/311.png,Alfond Stadium,Orono,ME,44.905128,-68.6724718,35.4817543,10000,FALSE,FALSE
399,UAlbany,Great Danes,UALB,301,,fcs,#3D2777,#ffffff,https://cdn.collegefootballdata.com/logos/500/399.png,Bob Ford Field,Albany,NY,42.6808062,-73.8272841,64.42764282,8500,FALSE,FALSE
2097,Campbell,Fighting Camels,CAM,301,,fcs,#000000,#null,https://cdn.collegefootballdata.com/logos/500/2097.png,Barker-Lane Stadium,Buies Creek,NC,35.4047689,-78.7424842,56.51401138,5500,FALSE,FALSE
2210,Elon,Phoenix,ELON,301,,fcs,#020303,#b59a57,https://cdn.collegefootballdata.com/logos/500/2210.png,Rhodes Stadium,Elon,NC,36.1101269,-79.5079979,204.2487793,14000,TRUE,FALSE
2261,Hampton,Pirates,HAMP,301,,fcs,#0067AC,#null,https://cdn.collegefootballdata.com/logos/500/2261.png,Armstrong Stadium,Hampton,VA,37.0200894,-76.3331555,2.574624538,12000,FALSE,FALSE
2405,Monmouth,Hawks,MONM,301,,fcs,#051844,#null,https://cdn.collegefootballdata.com/logos/500/2405.png,Kessler Stadium,West Long Branch,NJ,40.278953,-74.009451,9.9,4200,FALSE,FALSE
2448,North Carolina A&T,Aggies,NCAT,301,,fcs,#0505aa,#004684,https://cdn.collegefootballdata.com/logos/500/2448.png,Aggie Stadium,Greensboro,NC,36.0814337,-79.7700391,235.1224518,21500,TRUE,FALSE
2529,Sacred Heart,Pioneers,SHU,301,,fcs,#a40012,#c29472,https://cdn.collegefootballdata.com/logos/500/2529.png,Campus Field,Fairfield,CT,41.2212488,-73.2417431,82.02420044,3334,FALSE,FALSE
2619,Stony Brook,Seawolves,STBK,301,,fcs,#990000,#null,https://cdn.collegefootballdata.com/logos/500/2619.png,Kenneth P. LaValle Stadium,Stony Brook,NY,40.9188829,-73.1242966,32.63183975,12300,FALSE,FALSE
2803,Bryant,Bulldogs,BRY,301,,fcs,#000000,#9f8343,https://cdn.collegefootballdata.com/logos/500/2803.png,Bulldog Stadium,Smithfield,RI,41.924206,-71.5385124,124.471344,4400,FALSE,FALSE
48,Delaware,Blue Hens,DEL,12,,fbs,#00539f,#ffd200,https://cdn.collegefootballdata.com/logos/500/48.png,Delaware Stadium,Newark,DE,39.6617428,-75.7488224,28.74350357,22000,FALSE,FALSE
55,Jacksonville State,Gamecocks,JXST,12,,fbs,#cc0000,#000000,https://cdn.collegefootballdata.com/logos/500/55.png,AmFirst Stadium,Jacksonville,AL,33.8201052,-85.76647,198.0679016,24000,FALSE,FALSE
98,Western Kentucky,Hilltoppers,WKU,12,,fbs,#c60c30,#ffffff,https://cdn.collegefootballdata.com/logos/500/98.png,Houchens Industries-L.T. Smith Stadium,Bowling Green,KY,36.9847901,-86.4594041,154.4346619,22113,FALSE,FALSE
166,New Mexico State,Aggies,NMSU,12,,fbs,#8c0b42,#ffffff,https://cdn.collegefootballdata.com/logos/500/166.png,Aggie Memorial Stadium,Las Cruces,NM,32.2796202,-106.7411148,1208.201294,28853,FALSE,FALSE
338,Kennesaw State,Owls,KENN,12,,fbs,#fdbb30,#0b1315,https://cdn.collegefootballdata.com/logos/500/338.png,Fifth Third Stadium,Kennesaw,GA,34.0289318,-84.5676234,296.9589844,11040,TRUE,FALSE
2229,Florida International,Panthers,FIU,12,,fbs,#091f3f,#c3993f,https://cdn.collegefootballdata.com/logos/500/2229.png,Pitbull Stadium,Miami,FL,25.7525,-80.37778,6,20000,FALSE,FALSE
2335,Liberty,Flames,LIB,12,,fbs,#0a254e,#b72025,https://cdn.collegefootballdata.com/logos/500/2335.png,Williams Stadium (VA),Lynchburg,VA,37.3544305,-79.1750239,272.9237061,25000,FALSE,FALSE
2393,Middle Tennessee,Blue Raiders,MTSU,12,,fbs,#036eb7,#ffffff,https://cdn.collegefootballdata.com/logos/500/2393.png,"Johnny ""Red"" Floyd Stadium",Murfreesboro,TN,35.8511463,-86.3681649,191.7279816,30788,FALSE,FALSE
2534,Sam Houston,Bearkats,SHSU,12,,fbs,#f56423,#ffffff,https://cdn.collegefootballdata.com/logos/500/2534.png,Elliott T. Bowers Stadium,Huntsville,TX,30.713926,-95.5419802,127.6225204,14000,FALSE,FALSE
2623,Missouri State,Bears,MOST,12,,fbs,#5e0009,#ffffff,https://cdn.collegefootballdata.com/logos/500/2623.png,Plaster Sports Complex,Springfield,MO,37.1976229,-93.2798119,402.368103,17337,FALSE,FALSE
41,UConn,Huskies,CONN,18,,fbs,#000e2f,#ffffff,https://cdn.collegefootballdata.com/logos/500/41.png,Pratt & Whitney Stadium,East Hartford,CT,41.7595675,-72.6187728,6.515614986,40000,TRUE,FALSE
87,Notre Dame,Fighting Irish,ND,18,,fbs,#0c2340,#c99700,https://cdn.collegefootballdata.com/logos/500/87.png,Notre Dame Stadium,Notre Dame,IN,41.698378,-86.2339425,222.645401,80795,FALSE,FALSE
2130,Chicago State,Cougars,,18,,fcs,#null,#null,https://cdn.collegefootballdata.com/logos/500/2130.png,,Chicago,IL,,,,,,
2771,Merrimack,Warriors,MRMK,18,,fcs,#000000,#null,https://cdn.collegefootballdata.com/logos/500/2771.png,Duane Stadium,North Andover,MA,42.6839894,-71.1127065,63,3500,FALSE,FALSE
43,Yale,Bulldogs,YALE,22,,fcs,#004a81,#286dc0,https://cdn.collegefootballdata.com/logos/500/43.png,Yale Bowl,New Haven,CT,41.3132441,-72.9605333,5.302621841,61446,FALSE,FALSE
108,Harvard,Crimson,HARV,22,,fcs,#990000,#dbdbdb,https://cdn.collegefootballdata.com/logos/500/108.png,Harvard Stadium,Boston,MA,42.366704,-71.1267511,1.96428895,30323,FALSE,FALSE
159,Dartmouth,Big Green,DART,22,,fcs,#005730,#000000,https://cdn.collegefootballdata.com/logos/500/159.png,Memorial Field,Hanover,NH,43.701302,-72.2842781,152.3080139,11000,FALSE,FALSE
163,Princeton,Tigers,PRIN,22,,fcs,#000000,#ff6000,https://cdn.collegefootballdata.com/logos/500/163.png,Princeton University Stadium,Princeton,NJ,40.3457928,-74.6500047,32.00296402,27800,FALSE,FALSE
171,Columbia,Lions,COLU,22,,fcs,#7ba4db,#183863,https://cdn.collegefootballdata.com/logos/500/171.png,Lawrence A. Wien Stadium,Manhattan,NY,40.8732697,-73.9164594,10.95070267,17000,FALSE,FALSE
172,Cornell,Big Red,COR,22,,fcs,#b31b1b,#ffffff,https://cdn.collegefootballdata.com/logos/500/172.png,Schoellkopf Field,Ithaca,NY,42.4439016,-76.4785398,257.3187561,21500,FALSE,FALSE
219,Pennsylvania,Quakers,PENN,22,,fcs,#082A74,#a6163d,https://cdn.collegefootballdata.com/logos/500/219.png,Franklin Field,Philadelphia,PA,39.9501475,-75.1901043,11.71361065,52593,FALSE,FALSE
225,Brown,Bears,BRWN,22,,fcs,#411e09,#949300,https://cdn.collegefootballdata.com/logos/500/225.png,Brown Stadium,Providence,RI,41.842114,-71.3939416,33.87348557,20000,FALSE,FALSE
47,Howard,Bison,HOW,24,,fcs,#003a63,#e51937,https://cdn.collegefootballdata.com/logos/500/47.png,William H. Greene Stadium,Washington,DC,38.925487,-77.021047,53.46718979,10000,FALSE,FALSE
2169,Delaware State,Hornets,DSU,24,,fcs,#009cdb,#d51c28,https://cdn.collegefootballdata.com/logos/500/2169.png,Alumni Stadium,Dover,DE,39.189375,-75.5433185,10.95275307,7193,FALSE,FALSE
2415,Morgan State,Bears,MORG,24,,fcs,#014786,#f47937,https://cdn.collegefootballdata.com/logos/500/2415.png,Hughes Stadium,Baltimore,MD,39.3439778,-76.5829573,67.05336761,10000,FALSE,FALSE
2428,North Carolina Central,Eagles,NCCU,24,,fcs,#880023,#c2c3c0,https://cdn.collegefootballdata.com/logos/500/2428.png,O'Kelly-Riddick Stadium,Durham,NC,35.9738646,-78.896969,96.73323059,10000,FALSE,FALSE
2450,Norfolk State,Spartans,NORF,24,,fcs,#0c8968,#fdb813,https://cdn.collegefootballdata.com/logos/500/2450.png,"William Dick"""" Price Stadium""""",Norfolk,VA,36.8469442,-76.2600839,4.916433334,30000,FALSE,FALSE
2569,South Carolina State,Bulldogs,SCST,24,,fcs,#7d1315,#104897,https://cdn.collegefootballdata.com/logos/500/2569.png,Oliver C. Dawson Stadium,Orangeburg,SC,33.4986313,-80.8446857,67.29846191,22000,FALSE,FALSE
16,Sacramento State,Hornets,SAC,15,,fbs,#00573c,#cdb97d,https://cdn.collegefootballdata.com/logos/500/16.png,Hornet Stadium,Sacramento,CA,38.5556718,-121.4229607,12.30015659,21195,FALSE,FALSE
113,Massachusetts,Minutemen,MASS,15,,fbs,#881c1c,#ffffff,https://cdn.collegefootballdata.com/logos/500/113.png,Warren McGuirk Alumni Stadium,Hadley,MA,42.3773244,-72.5360595,46.58664703,17000,FALSE,FALSE
189,Bowling Green,Falcons,BGSU,15,,fbs,#fd5000,#4f2c1d,https://cdn.collegefootballdata.com/logos/500/189.png,Doyt L. Perry Stadium,Bowling Green,OH,41.3780114,-83.6225,205.9057465,24000,FALSE,FALSE
193,Miami (OH),RedHawks,M-OH,15,,fbs,#c41230,#ffffff,https://cdn.collegefootballdata.com/logos/500/193.png,Yager Stadium,Oxford,OH,39.5197009,-84.7330255,242.2643585,24286,FALSE,FALSE
195,Ohio,Bobcats,OHIO,15,,fbs,#024230,#ffffff,https://cdn.collegefootballdata.com/logos/500/195.png,Peden Stadium,Athens,OH,39.3212794,-82.1034315,194.230896,24000,FALSE,FALSE
2006,Akron,Zips,AKR,15,,fbs,#041e42,#a89968,https://cdn.collegefootballdata.com/logos/500/2006.png,InfoCision Stadium,Akron,OH,41.0725534,-81.5083408,321.2875061,30000,FALSE,FALSE
2050,Ball State,Cardinals,BALL,15,,fbs,#ba0c2f,#ffffff,https://cdn.collegefootballdata.com/logos/500/2050.png,Scheumann Stadium,Muncie,IN,40.2159422,-85.4161148,285.481781,22500,FALSE,FALSE
2084,Buffalo,Bulls,BUF,15,,fbs,#005bbb,#ffffff,https://cdn.collegefootballdata.com/logos/500/2084.png,UB Stadium,Amherst,NY,42.9991334,-78.7775113,181.5759735,30270,FALSE,FALSE
2117,Central Michigan,Chippewas,CMU,15,,fbs,#6a0032,#ffc82e,https://cdn.collegefootballdata.com/logos/500/2117.png,Kelly/Shorts Stadium,Mount Pleasant,MI,43.5777313,-84.7709904,240.9007721,30255,FALSE,FALSE
2199,Eastern Michigan,Eagles,EMU,15,,fbs,#046a38,#ffffff,https://cdn.collegefootballdata.com/logos/500/2199.png,Rynearson Stadium,Ypsilanti,MI,42.256126,-83.647285,241.248764,30200,FALSE,FALSE
2309,Kent State,Golden Flashes,KENT,15,,fbs,#002664,#eaab00,https://cdn.collegefootballdata.com/logos/500/2309.png,Dix Stadium,Kent,OH,41.1390935,-81.31346,321.3641663,25319,FALSE,FALSE
2649,Toledo,Rockets,TOL,15,,fbs,#0b2240,#ffcd00,https://cdn.collegefootballdata.com/logos/500/2649.png,Glass Bowl,Toledo,OH,41.6574777,-83.6135652,181.4839783,26038,FALSE,FALSE
2711,Western Michigan,Broncos,WMU,15,,fbs,#532e1f,#f1c500,https://cdn.collegefootballdata.com/logos/500/2711.png,Waldo Stadium,Kalamazoo,MI,42.2860064,-85.6007573,243.8211212,30200,FALSE,FALSE
